-1.35116	1.11022e-14	0.317327	1.2326e-28	-0.000953537	1417
-0.414807	0.0063135	0.352545	3.98603e-05	-0.000292736	1417
0.960024	-0.00194345	0.397983	3.77699e-06	0.000677504	1417
0.347384	0.00781746	0.323217	6.11127e-05	0.000245155	1417
-0.397078	0.010882	0.324395	0.000118417	-0.000280224	1417
-0.203179	-0.0127616	0.357255	0.00016286	-0.000143387	1417
0.382305	-0.0077691	0.364551	6.03589e-05	0.000269799	1417
-0.0405184	-0.0038029	0.395202	1.44621e-05	-2.85945e-05	1417
-0.110333	-0.546276	0.650238	0.298417	-7.78636e-05	1417
-0.33248	-0.500367	1.16836	0.250367	-0.000234636	1417
-2.29648	-0.547008	1.52928	0.299218	-0.00162066	1417
-1.12324	-0.524596	1.11931	0.275201	-0.000792691	1417
-2.03455	-0.544168	0.62195	0.296119	-0.00143581	1417
-0.0803188	0.0241874	0.358659	0.000585031	-5.66823e-05	1417
-0.105189	-0.0143551	0.346187	0.000206069	-7.42334e-05	1417
-1.74715	0.001126	0.327129	1.26788e-06	-0.00123299	1417
0.171004	-0.00194723	0.341335	3.79169e-06	0.00012068	1417
1.08105	0.0258399	0.353488	0.0006677	0.000762913	1417
0.712989	-0.00633918	0.371073	4.01852e-05	0.000503168	1417
0.227789	0.00279078	0.354836	7.78845e-06	0.000503168	1417
